"trilha","storyId","tituloHistoria","sceneNumber","textoNarracao","tomSugerido","audioFileName"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","1","Timóteo era um jovem que cresceu na cidade de Listra. Ele era conhecido por todo mundo como alguém bom, honesto e de confiança. Não é incrível quando a reputação de uma pessoa é essa? A vida de Timóteo falava por ele!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_01.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","2","A avó de Timóteo se chamava Loide. Paulo a descreveu como uma mulher de fé genuína — uma fé de verdade, não de mentirinha! Loide passava horas lendo a Bíblia com o netinho no colo. Que presente precioso uma avó de fé é!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_02.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","3","A mãe de Timóteo, Eunice, também tinha uma fé sincera e real. Ela se preocupava em ensinar a Bíblia para o filho desde pequenininho. Mãe e filho estudavam juntos à luz de uma lamparina, noite após noite. Que herança preciosa!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_03.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","4","A Bíblia diz que Timóteo conhecia as Sagradas Escrituras desde que era ainda bebê! Desde criança, ele ouvia as histórias de Deus, aprendia os ensinamentos e deixava a Palavra de Deus ir crescendo dentro do coração. A Bíblia é o maior presente!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_04.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","5","Um dia, o apóstolo Paulo chegou à cidade de Listra em sua viagem de missão! Paulo ia de cidade em cidade contando a todos sobre Jesus. E em Listra, ele conheceu um jovem chamado Timóteo que todos admiravam.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_05.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","6","Paulo notou algo especial em Timóteo: uma fé genuína, não fingida! Ele reconheceu nos olhos e no caráter daquele jovem a mesma fé que havia sido plantada pela avó Loide e cultivada pela mãe Eunice. A fé real é visível!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_06.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","7","Paulo convidou Timóteo para ser seu companheiro de missão — e Timóteo disse sim! Ele deixou Listra, sua cidade, para ir proclamar o Evangelho por outros lugares. Seguir um chamado de Deus às vezes significa deixar o conforto de casa.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_07.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","8","A missão não era fácil! Havia dificuldades, pessoas que não queriam ouvir, momentos de cansaço. Mas Paulo encorajou Timóteo: ""Não se envergonhe do Evangelho!"" Às vezes mostrar a nossa fé parece difícil — mas Deus nos dá coragem!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_08.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","9","Paulo escreveu a Timóteo palavras cheias de amor: ""Avive a chama do dom que Deus colocou em você!"" Como uma fogueira que precisa de ar, nossos dons de Deus precisam ser alimentados e usados. Seus dons existem para fazer o bem!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_09.mp3"
"Jovens da Fé","timothy_faith","Timóteo e a Fé","10","A fé de Loide passou para Eunice que passou para Timóteo! Três gerações unidas pela mesma fé preciosa. E agora Timóteo ia levar essa fé para outras pessoas. Você também está recebendo uma herança de fé — e pode passá-la para outros!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_timothy_faith_scene_10.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","1","Toda família de Jesus tinha uma tradição linda: todo ano iam juntos a Jerusalém para a festa da Páscoa! Era uma viagem longa, mas cheia de alegria. As famílias caminhavam juntas, cantando e celebrando. Tradições de fé são preciosas!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_01.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","2","Em Jerusalém, a família celebrou a Páscoa no templo — uma festa muito especial que lembrava como Deus tinha libertado o povo de Israel! O templo brilhava em dourado e branco. Celebrar juntos as festas de Deus tem um significado muito profundo.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_02.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","3","Depois da festa, a grande caravana de famílias começou a viagem de volta para Nazaré. Havia muitas pessoas, muita conversa, muitas crianças correndo. Era divertido e agitado! Mas alguém muito importante havia ficado para trás em Jerusalém.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_03.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","4","No fim do primeiro dia de viagem, Maria e José perceberam: Jesus não estava! Olharam entre os parentes, entre os amigos — nada! O coração dos dois apertou. Onde poderia estar o menino Jesus?","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_04.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","5","Maria e José voltaram correndo para Jerusalém. Por três longos dias percorreram as ruas da cidade procurando por Jesus. Imagine a angústia! Mas quando procuramos Jesus com toda a nossa força, a gente sempre O encontra.","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_05.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","6","E então eles encontraram Jesus — dentro do templo! Ele estava sentado no meio dos grandes sábios e doutores, ouvindo com atenção e fazendo perguntas incríveis. Jesus estava aprendendo e ensinando ao mesmo tempo. Que cena incrível!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_06.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","7","Os doutores mais sábios de Israel estavam boquiabertos! Com 12 anos, Jesus respondia perguntas difíceis com uma sabedoria que vinha diretamente do Pai Celestial. Ninguém havia visto nada igual. A sabedoria de Jesus vinha de Deus!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_07.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","8","Maria e José chegaram correndo e Maria abraçou o filho, com o coração aliviado mas também preocupado. Com amor mas de forma séria, ela disse: ""Filho! Seu pai e eu estávamos procurando você com o coração apertado!"" O amor de mãe é incrível!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_08.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","9","Jesus respondeu com calma: ""Por que estavam me procurando? Vocês não sabiam que Eu preciso estar nos negócios de Meu Pai?"" Com 12 anos, Jesus já sabia quem Ele era e qual era o Seu propósito. Que clareza incrível de missão!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_09.mp3"
"Jovens da Fé","jesus_temple","Jesus no Templo","10","Jesus voltou com a família para Nazaré e obedecia a Maria e José com amor. E a Bíblia diz uma coisa linda: ""Jesus crescia em sabedoria, em estatura e em graça diante de Deus e dos homens."" Esse é também o desejo de Deus para você!","Voz mais reflexiva e madura. Permita 1–2 s de silêncio antes dos pontos de ensino. Leia como quem conta uma história real.","audio_jesus_temple_scene_10.mp3"
